caseNumber,p_minus_r,p_interruptions,p_words,p_times,p_laughter,p_num_counsel,p_num_int_by,r_interruptions,r_words,r_times,r_laughter,r_num_counsel,r_num_int_by,j_interruptions,j_words,j_times,j_laughter,j_num_int_by,side,margin,j_num
11-796,0.001765536723163842,0.007768361581920904,50.57142857142857,0.01977401129943503,0,1,6,0.006002824858757062,57.42857142857143,0.013064971751412429,0.0007062146892655367,1,5,0.0031779661016949155,70.58928571428571,0.04025423728813559,0.0031779661016949155,2,0,9,9
11-345,-0.0009259259259259255,0.012962962962962963,45.473684210526315,0.02199074074074074,0,1,7,0.013888888888888888,44.94736842105263,0.026851851851851852,0.0002314814814814815,2,7,0.004629629629629629,63.14736842105263,0.050462962962962966,0.0006944444444444445,7,1,6,8
15-415,-0.00022436616558223037,0.004487323311644604,123.80555555555556,0.008077181960960288,0,1,4,0.004711689477226834,98.52777777777777,0.013013237603769351,0,2,7,0.0026923939869867622,88.19444444444444,0.02266098272380525,0.0004487323311644604,7,1,4,8
09-115,0.005415162454873647,0.011732851985559567,42.61538461538461,0.023465703971119134,0,2,7,0.00631768953068592,29.435897435897434,0.014741275571600482,0,1,7,0.007821901323706379,61.705128205128204,0.040312876052948254,0,7,0,2,8
07-615,0.0006426735218508992,0.006105398457583547,75.90243902439025,0.013174807197943445,0,1,5,0.005462724935732648,72.4390243902439,0.013817480719794344,0,1,4,0.004820051413881748,81.02439024390245,0.03309768637532134,0.00032133676092544985,4,1,3,9
06-1431,0.0012953367875647662,0.012521588946459413,25.733333333333334,0.038860103626943004,0.0004317789291882556,1,7,0.011226252158894647,33.25555555555555,0.029792746113989636,0.0004317789291882556,2,7,0.006044905008635579,48.06666666666667,0.07210708117443869,0.0012953367875647669,5,0,5,9
15-233,0.0019707207207207214,0.006756756756756757,65.77777777777777,0.015202702702702704,0.00028153153153153153,1,4,0.004786036036036036,44.7962962962963,0.011542792792792793,0,1,4,0.002815315315315315,70.75925925925925,0.026745495495495496,0.0005630630630630631,2,0,3,7
11-10189,-0.003324713705208718,0.005910602142593277,60.15555555555556,0.016623568526043592,0,1,5,0.009235315847801994,61.55555555555556,0.01994828223125231,0,1,7,0.002216475803472479,101.77777777777777,0.041374214998152935,0.0014776505356483192,6,1,1,9
09-834,0.0006934812760055475,0.009015256588072122,48.06666666666667,0.020804438280166437,0,2,7,0.008321775312066574,47.016666666666666,0.020804438280166437,0,1,4,0.005547850208044383,69.65,0.044382801664355064,0.0006934812760055479,5,1,4,8
10-1491,-0.0015908367801463572,0.005408845052497614,64.14285714285714,0.015590200445434299,0.0003181673560292714,2,5,0.006999681832643971,67.63265306122449,0.01590836780146357,0,1,7,0.007317849188673242,75.6734693877551,0.03372573973910277,0.0012726694241170856,7,0,9,9
14-1175,0.0005508124483613328,0.006609749380335995,80.68888888888888,0.012393280088129992,0,1,6,0.006058936931974662,80.62222222222222,0.012668686312310658,0,1,6,0.006058936931974662,79.64444444444445,0.027540622418066648,0,5,1,4,8
14-614,0.0012354830738818883,0.004941932295527552,79.3529411764706,0.012601927353595256,0,2,7,0.0037064492216456633,77.09803921568627,0.010872251050160613,0.00024709661477637757,2,4,0.003953545836422041,61.21568627450981,0.02446256486286138,0.0009883864591055103,6,0,8,8
13-1499,0.0003442340791738382,0.008605851979345954,48.416666666666664,0.020654044750430294,0,1,7,0.008261617900172116,47.85,0.01755593803786575,0,1,7,0.006196213425129088,71.25,0.04130808950086059,0.0010327022375215145,5,0,1,9
08-1175,0.0010179843909060068,0.01323379708177808,38.27272727272727,0.026128266033254157,0,2,7,0.012215812690872073,35.58441558441559,0.02816423481506617,0.0006786562606040041,1,6,0.008143875127248049,59.857142857142854,0.05632846963013234,0.0006786562606040041,5,1,5,9
12-930,0,0.006399620763214032,78.12962962962963,0.012799241526428064,0,1,8,0.006399620763214032,82.33333333333333,0.012562218535197914,0,1,5,0.002844275894761792,58.629629629629626,0.027257643991467174,0.00023702299123014932,4,1,1,9
10-235,0.0009564801530368245,0.0052606408417025345,73.36842105263158,0.013629842180774749,0,1,8,0.00430416068866571,58.80701754385965,0.012673362027737924,0,1,4,0.001673840267814443,53.578947368421055,0.027498804399808705,0.0007173601147776184,5,0,1,9
12-414,-0.0060382422006038244,0,149.05,0.006709158000670915,0.0013418316001341832,2,0,0.0060382422006038244,150.4,0.01677289500167729,0.0006709158000670916,1,6,0.0033545790003354577,199.2,0.029184837302918484,0.0016772895001677288,4,1,9,9
07-6984,-0.0027645136969087713,0.0025131942699170647,117.02941176470588,0.008544860517718019,0,1,5,0.005277707966825836,107.6470588235294,0.01130937421462679,0,1,6,0.0012565971349585323,83.8529411764706,0.022367429002261876,0.0005026388539834129,3,1,9,9
11-681,-0.004841549295774647,0.011443661971830986,34.42424242424242,0.029049295774647887,0,1,5,0.016285211267605633,53.13636363636363,0.028169014084507043,0,2,5,0.0017605633802816902,81.8030303030303,0.061619718309859156,0.0022007042253521128,4,1,1,9
06-1164,0,0.006630265210608425,62.53658536585366,0.015990639625585022,0,1,6,0.006630265210608425,85.21951219512195,0.013650546021840874,0.000390015600624025,1,6,0.0015600624024961,83.48780487804878,0.031201248049921998,0.001170046801872075,3,0,5,9
10-5400,-0.0074503311258278145,0.005794701986754967,60.4,0.016556291390728478,0,1,3,0.013245033112582781,80.5,0.043874172185430466,0,1,5,0.0074503311258278145,187.45,0.06788079470198675,0.0008278145695364238,5,1,9,9
07-751,-0.00032873109796186656,0.007889546351084813,53.36842105263158,0.01873767258382643,0,2,5,0.00821827744904668,41.78947368421053,0.019395134779750165,0,1,6,0.001643655489809336,85.28070175438596,0.041091387245233396,0.0013149243918474688,3,1,9,9
10-1293,-0.0025706940874035992,0.004570122822050843,92.13157894736842,0.010854041702370752,0,1,6,0.007140816909454442,77.55263157894737,0.016281062553556127,0.0014281633818908884,2,5,0.0037132247929163096,104.71052631578948,0.03141959440159954,0.001999428734647244,5,0,8,8
10-63,0.0008766803039158381,0.009643483343074225,40.73809523809524,0.024547048509643482,0,1,8,0.008766803039158387,32.29761904761905,0.021332554061952076,0,1,7,0.004675628287551139,61.55952380952381,0.049094097019286964,0.0011689070718877848,6,1,5,9
09-571,-0.0049884881043745204,0.009976976208749041,35.21621621621622,0.0283960092095165,0,1,7,0.014965464313123561,40.24324324324324,0.029930928626247123,0,1,8,0.008058326937835763,70.75675675675676,0.0636991557943208,0.0011511895625479663,7,1,1,9
12-5196,0.0010333247222939807,0.0041332988891759235,101.86842105263158,0.009816584861792819,0,1,6,0.003099974166881943,102.36842105263158,0.008783260139498837,0,2,5,0.0012916559028674762,66.21052631578948,0.01937483854301214,0.0002583311805734952,3,1,9,9
12-62,0.0036593479707252158,0.012641383898868928,44.865671641791046,0.022288755821689953,0,1,8,0.008982035928143712,41.16417910447761,0.014970059880239521,0.00033266799733865603,1,7,0.005655355954757153,68.44776119402985,0.04025282767797738,0.00166333998669328,5,1,1,9
08-1134,-0.001839587932303162,0.013980868285504048,36.24,0.02759381898454746,0,2,7,0.01582045621780721,38.346666666666664,0.027225901398086828,0.0003679175864606328,1,6,0.00772626931567329,69.90666666666667,0.05849889624724062,0,7,0,9,9
09-658,-0.004789977892409727,0.003316138540899042,135.7,0.007369196757553427,0,1,3,0.008106116433308769,108.25,0.017317612380250553,0.00036845983787767134,1,5,0.0014738393515106854,131.45,0.025423728813559324,0,2,1,8,8
14-1468,-0.0042173158025303895,0.006946167204167701,66.08196721311475,0.015132721409079633,0,1,7,0.01116348300669809,61.85245901639344,0.01885388241131233,0.00024807740014884643,3,6,0.006698089804018854,94.40983606557377,0.037955842222773505,0.0009923096005953857,9,1,6,8
10-779,0.006231306081754736,0.009471585244267198,54.21621621621622,0.018444666001994018,0,2,6,0.0032402791625124627,61.17567567567568,0.014705882352941176,0.0004985044865403788,1,5,0.003489531405782652,55.054054054054056,0.03389830508474576,0.0004985044865403788,4,0,3,9
07-1529,-0.0002797985450475665,0.0058757694459988805,71.48,0.013989927252378288,0,1,4,0.006155567991046447,37.14,0.016228315612758813,0,1,7,0.002238388360380526,105.84,0.03357582540570789,0,3,1,1,9
14-857,-0.004505698383249402,0.011396766498807316,53.140845070422536,0.01881791677710045,0,1,6,0.015902464882056717,47.61971830985915,0.035515504903260005,0,2,6,0.010866684336072092,75.40845070422536,0.05645375033130135,0.0005300821627352239,6,0,3,9
11-817,0.002225932109070674,0.006121313299944352,69.11538461538461,0.014468558708959377,0,2,5,0.0038953811908736783,49.03846153846154,0.011964385086254869,0,1,6,0.003060656649972176,63.17307692307692,0.027545909849749584,0.0002782415136338342,4,1,9,9
13-1080,0.0034374104841019756,0.00859352621025494,59.16949152542373,0.016900601546834718,0,1,7,0.005156115726152965,40.610169491525426,0.013176740189057576,0,1,5,0.004010312231452306,60.20338983050848,0.03179604697794328,0.0002864508736751647,5,1,9,9
08-495,-0.005974607916355489,0.0074682598954443615,60.86363636363637,0.016430171769977596,0,1,6,0.01344286781179985,77.29545454545455,0.020537714712471993,0,1,6,0.0048543689320388345,89.97727272727273,0.041075429424943986,0.0003734129947722181,8,0,9,9
08-472,-0.004559803577692039,0.006313574184496668,54.82692307692308,0.01823921431076815,0,1,6,0.010873377762188706,63.69230769230769,0.021746755524377413,0.00035075412136092597,1,6,0.002455278849526482,92.78846153846153,0.041388986320589266,0.0007015082427218519,3,1,1,9
14-1382,0.003729202524383248,0.005737234652897304,62.25,0.01606425702811245,0,1,5,0.002008032128514056,42.392857142857146,0.0051635111876075735,0,1,3,0.002294893861158921,34.30357142857143,0.021801491681009755,0.00028686173264486515,2,0,8,8
08-7621,0.0005107252298263533,0.005873340143003065,69.92857142857143,0.014300306435137897,0,1,6,0.005362614913176711,33.660714285714285,0.011491317671092951,0,1,6,0.002553626149131767,61.982142857142854,0.027579162410623085,0,4,0,9,9
11-556,0.0003992015968063865,0.006387225548902195,58.25581395348837,0.01716566866267465,0,1,6,0.005988023952095809,76.65116279069767,0.009580838323353293,0,1,5,0.0031936127744510976,82.48837209302326,0.03832335329341317,0.0003992015968063872,4,0,1,9
11-1327,0.0002971768202080236,0.00713224368499257,52.578125,0.01901931649331352,0,1,7,0.006835066864784547,62.28125,0.011589895988112928,0,2,6,0.004160475482912333,52.28125,0.032095096582466565,0.00029717682020802375,5,1,7,9
12-418,0.001276324186343331,0.006062539885130823,62.68,0.01595405232929164,0,1,4,0.004786215698787492,47.98,0.016273133375877474,0,1,6,0.003190810465858328,86.1,0.03286534779834078,0.0003190810465858328,2,1,5,9
10-188,-0.002030869212022746,0.005280259951259139,94.6923076923077,0.010560519902518278,0,1,4,0.007311129163281885,133.3846153846154,0.022339561332250204,0,2,5,0.0036555645816409425,106.11538461538461,0.03452477660438668,0,3,1,2,8
11-1351,-0.006814740030287734,0.003281171125694094,120.06060606060606,0.008329126703685007,0,1,5,0.010095911155981827,105.72727272727273,0.014891468955073196,0,1,6,0.001514386673397274,104.57575757575758,0.025492175668854113,0.002271580010095911,3,1,9,9
08-969,-0.004420587306599305,0.008209662140827282,41.671052631578945,0.023997473950110516,0.000947268708556994,1,6,0.012630249447426587,35.06578947368421,0.025892011367224504,0,1,7,0.005999368487527629,57.973684210526315,0.05209977897063467,0.000947268708556994,4,1,2,8
13-1352,-0.0012816404998397951,0.005767382249279077,82.13157894736842,0.012175584748478052,0,2,6,0.007049022749118872,102.5,0.014418455623197693,0,1,5,0.003524511374559436,86.71052631578948,0.028516501121435438,0,4,1,9,9
07-11191,0.0014501160092807424,0.012180974477958236,35.54639175257732,0.028132250580046404,0.0002900232018561485,1,7,0.010730858468677494,34.29896907216495,0.020011600928074247,0,2,4,0.0075406032482598605,41.83505154639175,0.049013921113689095,0.0031902552204176333,3,1,9,9
08-289,-0.0007830853563038382,0.01331245105716523,45.607142857142854,0.02192638997650744,0,1,6,0.014095536413469069,72.30357142857143,0.023884103367267033,0,2,5,0.005090054815974941,93.69642857142857,0.04894283476898982,0.00039154267815191856,5,1,1,9
12-1184,-0.0008172160174339414,0.004358485426314356,64.40350877192982,0.015527104331244893,0,2,6,0.005175701443748297,41.89473684210526,0.012258240261509125,0.0005448106782892945,1,6,0.003813674748025061,61.68421052631579,0.028874965949332608,0.0008172160174339417,2,1,9,9
09-11311,-0.0018331805682859775,0.010540788267644362,36.36666666666667,0.027497708524289642,0,1,6,0.01237396883593034,57.3,0.026581118240146653,0.00045829514207149406,1,5,0.007332722273143905,70.18333333333334,0.05545371219065078,0.001374885426214482,6,0,3,9
14-103,0.0005053057099545224,0.00606366851945427,65.96666666666667,0.015159171298635674,0,2,5,0.0055583628094997475,51.88333333333333,0.009600808489135927,0,1,7,0.0017685699848408287,61.28333333333333,0.025517938352703384,0.00025265285497726126,4,0,3,9
09-448,-0.0013793103448275848,0.007931034482758621,60.416666666666664,0.016551724137931035,0,2,7,0.009310344827586206,47.875,0.015172413793103448,0,1,6,0.0017241379310344827,83.5625,0.033448275862068964,0.0010344827586206897,3,1,9,9
13-1314,-0.002740408570004982,0.0057299451918286,80.28,0.01245640259093174,0,1,5,0.008470353761833582,66.64,0.012207274539113104,0,2,7,0.0037369207772795215,71.8,0.026158445440956652,0,7,0,1,9
11-204,0.0019052803483941214,0.01115949918345128,48.986666666666665,0.02041371801850844,0.0005443658138268917,2,9,0.009254218835057159,49.12,0.015786608600979857,0.00027218290691344586,1,7,0.005443658138268917,61.22666666666667,0.03810560696788242,0.0010887316276537834,6,0,1,9
10-1016,-0.0018684603886397607,0.00523168908819133,70.42105263157895,0.014200298953662182,0.0003736920777279522,1,5,0.007100149476831091,46.18421052631579,0.01382660687593423,0,1,7,0.002615844544095665,105.1842105263158,0.032137518684603884,0.0014947683109118087,4,0,1,9
08-992,-0.00029877502240812596,0.005975500448162534,81.63414634146342,0.012249775918733195,0,1,5,0.00627427547057066,58.19512195121951,0.019121601434120106,0.00029877502240812666,1,6,0.004182850313713774,101.58536585365853,0.03226770242007768,0.0005975500448162533,3,1,8,8
12-246,-0.0029534826482894424,0.005906965296578882,72.55357142857143,0.013782919025350726,0,1,7,0.008860447944868325,63.05357142857143,0.015013536795471327,0,2,6,0.0036918533103618015,71.98214285714286,0.029534826482894412,0.0002461235540241201,3,0,1,9
12-895,0.005741626794258373,0.010845295055821371,39.1875,0.025518341307814992,0,1,6,0.005103668261562998,43.4625,0.013078149920255184,0,1,5,0.002551834130781499,53.4,0.04019138755980861,0.0003189792663476874,2,1,5,9
12-158,-0.0008047210300429182,0.00536480686695279,98.10526315789474,0.0101931330472103,0,1,5,0.006169527896995708,67.02631578947368,0.011266094420600859,0,1,7,0.002682403433476395,120.1842105263158,0.024141630901287552,0.001072961373390558,4,1,9,9
10-568,-0.0006682258603407957,0.007684597393919144,47.507936507936506,0.02104911460073505,0,1,7,0.00835282325425994,44.12698412698413,0.01804209822920147,0,1,7,0.004009355162044771,65.6984126984127,0.040761777480788505,0.0013364517206815904,3,1,9,9
08-678,-0.0027991602519244225,0.004548635409377187,63.51111111111111,0.015745276417074877,0,1,5,0.00734779566130161,86.66666666666667,0.014345696291112667,0,2,5,0.0013995801259622112,80.4888888888889,0.03079076277116865,0,3,0,9,9
07-1428,0.008586387434554973,0.014659685863874346,42.63392857142857,0.023455497382198952,0,2,7,0.006073298429319372,24.580357142857142,0.01193717277486911,0,1,6,0.006910994764397905,59.294642857142854,0.039790575916230364,0.001675392670157068,9,1,1,9
12-71,-0.0002729257641921395,0.006823144104803494,51.605633802816904,0.01937772925764192,0,1,5,0.007096069868995633,49.056338028169016,0.018286026200873363,0,2,5,0.0032751091703056767,62.23943661971831,0.03902838427947598,0.0013646288209606986,4,0,5,9
12-307,-0.0034165571616294344,0.009198423127463863,55.955882352941174,0.017871222076215505,0,2,7,0.012614980289093298,112.51470588235294,0.025229960578186595,0,2,8,0.005781865965834429,107.98529411764706,0.051773981603153746,0.0015768725361366622,8,0,1,9
11-982,0.007377805102981862,0.013218567476175837,43.95945945945946,0.022748232400860744,0.0003074085459575776,2,7,0.005840762373193975,45.689189189189186,0.01936673839532739,0.0003074085459575776,1,5,0.00768521364893944,61.054054054054056,0.0439594220719336,0.0003074085459575776,8,0,9,9
07-582,-0.002508361204013378,0.00641025641025641,65.23636363636363,0.015328874024526198,0.0002787068004459309,1,6,0.008918617614269788,65.38181818181818,0.021739130434782608,0.0002787068004459309,1,7,0.004180602006688963,73.9090909090909,0.0379041248606466,0.0019509476031215162,1,1,1,9
12-135,-0.0020408163265306133,0.005782312925170068,84,0.011904761904761904,0,1,6,0.007823129251700681,62.25714285714286,0.01870748299319728,0,1,7,0.003401360544217687,112.74285714285715,0.0336734693877551,0.0020408163265306124,5,0,9,9
06-1322,0.0018337408312958433,0.008557457212713936,46.74285714285714,0.021393643031784843,0,1,5,0.006723716381418093,46.15714285714286,0.02506112469437653,0.0003056234718826406,2,7,0.004278728606356968,62.128571428571426,0.04767726161369193,0.0012224938875305623,4,0,5,9
08-970,0.0003166561114629511,0.007599746675110829,48.58461538461538,0.02058264724509183,0,2,6,0.007283090563647878,59.38461538461539,0.013616212792906902,0.0009499683343888537,1,6,0.0034832172260924636,62.03076923076923,0.03609879670677644,0.0034832172260924636,2,1,1,9
08-7412,-0.0032637075718015655,0.009138381201044387,45.73134328358209,0.021866840731070498,0,1,5,0.012402088772845953,42.35820895522388,0.0195822454308094,0,1,6,0.00685378590078329,64.29850746268657,0.04536553524804177,0,6,1,3,9
12-416,-0.002124833997343958,0.004249667994687915,121.45161290322581,0.008233731739707836,0,1,5,0.006374501992031873,102.61290322580645,0.015139442231075698,0,1,7,0.0010624169986719787,121.09677419354838,0.02390438247011952,0.0002656042496679947,4,1,2,8
07-21,0.0004988775255674732,0.006984285357944624,52.75,0.018957345971563982,0,1,7,0.006485407832377151,42.23684210526316,0.018707907208780246,0,2,8,0.001995510102269893,68.77631578947368,0.038663008231479175,0.0002494387627837366,4,0,3,9
11-262,-0.0038095238095238104,0.005442176870748299,70.67307692307692,0.014149659863945578,0,2,5,0.00925170068027211,56.46153846153846,0.019591836734693877,0,1,5,0.006802721088435374,73.61538461538461,0.035918367346938776,0.0010884353741496598,8,1,8,8
07-1315,-0.00340780007572889,0.006815600151457781,45.53448275862069,0.021961378265808407,0,1,5,0.010223400227186671,47.36206896551724,0.022718667171525937,0,1,6,0.003786444528587656,82.03448275862068,0.046573267701628174,0,4,1,9,9
08-453,-0.0003567606136282552,0.008205494113449875,54.96078431372549,0.018194791295041028,0,1,7,0.00856225472707813,58.03921568627451,0.01712450945415626,0,2,7,0.004281127363539065,67.74509803921569,0.03068141277202997,0.00035676061362825543,6,1,1,9
13-1412,0.0005032712632108711,0.010568696527428284,42.276595744680854,0.02365374937091092,0.0005032712632108706,2,3,0.010065425264217413,70.34042553191489,0.027176648213387014,0.0005032712632108706,1,7,0.0025163563160543532,72.65957446808511,0.06089582284851535,0.0010065425264217413,2,0,8,8
10-545,0.0022464698331193843,0.00994865211810013,41.54666666666667,0.024069319640564826,0,1,6,0.007702182284980745,41.25333333333333,0.014441591784338896,0,1,6,0.008023106546854942,54.56,0.0417201540436457,0.0009627727856225931,5,0,4,8
06-1287,-0.0030090270812437314,0.0043463724506853894,49.032786885245905,0.02039451688398529,0,2,4,0.007355399531929121,48.08196721311475,0.02273487128050819,0,1,6,0.004012036108324975,74.95081967213115,0.04714142427281846,0.0010030090270812437,3,1,9,9
08-295,-0.00348432055749129,0.010017421602787456,42.51851851851852,0.023519163763066203,0,1,7,0.013501742160278746,52.48148148148148,0.028745644599303136,0,2,5,0.005662020905923345,77.20370370370371,0.05400696864111498,0,5,1,5,9
09-367,0.0046931407942238275,0.0148014440433213,28.854166666666668,0.034657039711191336,0,1,8,0.010108303249097473,32.572916666666664,0.023465703971119134,0,1,7,0.009386281588447653,48.770833333333336,0.05956678700361011,0.0007220216606498195,5,0,1,9
10-1104,-0.0022371364653243847,0.004971414367387522,80.46,0.012428535918468804,0,2,6,0.007208550832711907,57.84,0.0166542381307482,0.00024857071836937607,1,5,0.0044742729306487695,63.38,0.030077056922694505,0.0009942828734775043,5,1,7,9
11-551,-0.0011484352569623886,0.010910134941142693,41.963855421686745,0.023830031581969568,0.0002871088142405972,1,7,0.012058570198105082,34.734939759036145,0.023830031581969568,0,1,9,0.009474590869939707,56.33734939759036,0.04966982486362331,0.001435544071202986,6,0,1,9
07-208,-0.0059235325794291865,0.0032310177705977385,82.53333333333333,0.012116316639741519,0,2,3,0.009154550350026925,59.06666666666667,0.016424340333871836,0,1,7,0.0010770059235325794,100.5111111111111,0.030156165858912225,0.0013462574044157242,2,1,5,9
07-610,-0.0007739938080495359,0.008513931888544891,42.36065573770492,0.023606811145510834,0,1,6,0.009287925696594427,53.26229508196721,0.01586687306501548,0,1,7,0.0023219814241486067,68.59016393442623,0.04179566563467492,0.0007739938080495357,3,0,9,9
07-343,0.0056665672532060845,0.011333134506412169,54.08064516129032,0.018490903668356696,0,1,6,0.0056665672532060845,44.75806451612903,0.013420817178645988,0.00029824038174768865,2,7,0.0029824038174768863,80.80645161290323,0.033999403519236505,0.0014912019087384432,3,1,1,9
07-1372,-0.004561403508771929,0.0059649122807017545,61.95652173913044,0.016140350877192983,0,2,8,0.010526315789473684,68.91304347826087,0.022105263157894735,0,1,6,0.002807017543859649,94.76086956521739,0.03754385964912281,0,3,1,9,9
12-1281,0.006145369781733417,0.009535918626827717,48.649484536082475,0.020555202373384193,0.00021190930281839374,1,8,0.0033905488450943,54.381443298969074,0.01250264886628523,0.00021190930281839374,2,8,0.00572155117609663,68.98969072164948,0.03581267217630854,0.0014833651197287562,7,0,9,9
13-1339,0.003079028395484091,0.01471091344509066,44.96923076923077,0.02223742730071844,0.00034211426616489907,1,7,0.011631885049606569,44.353846153846156,0.02668491276086213,0.0010263427984946972,2,6,0.009579199452617175,85.0923076923077,0.05610673965104345,0.0006842285323297981,7,1,4,8
11-702,-0.002475247524752475,0.006930693069306931,53.1578947368421,0.01881188118811881,0,1,7,0.009405940594059406,49.43421052631579,0.015346534653465346,0,1,6,0.008168316831683169,47.8421052631579,0.034653465346534656,0,3,1,5,9
13-935,0.003139013452914797,0.009865470852017937,53.734939759036145,0.018609865470852017,0,2,6,0.006726457399103139,42.51807228915663,0.010986547085201795,0,1,6,0.0047085201793721975,45.036144578313255,0.03094170403587444,0.0004484304932735426,4,1,3,9
10-948,-0.002545338848234171,0.0022271714922048997,95.24242424242425,0.010499522748965956,0,1,4,0.004772510340439071,92.78787878787878,0.00922685332484887,0,1,5,0.0028635062042634426,64.21212121212122,0.020999045497931912,0.0009545020680878142,2,1,7,9
06-11206,-0.00232790156301962,0.005986032590621883,81.27027027027027,0.012304622547389425,0.0003325573661456601,1,4,0.008313934153641503,90.72972972972973,0.025939474559361488,0.0006651147322913202,1,8,0.002327901563019621,62.83783783783784,0.02693714665779847,0,2,1,9,9
09-1343,-0.014530358069538143,0.00934094447327452,28.761194029850746,0.03476907109496627,0,1,8,0.023871302542812663,33.56716417910448,0.0633108458744162,0,1,9,0.017125064867669952,89.80597014925372,0.10690192008303062,0.0010378827192527244,7,1,3,9
14-1209,-0.006997261940979616,0.005476118040766657,53.885245901639344,0.018557955582598113,0.000304228780042592,2,5,0.012473379981746273,51.278688524590166,0.027684818983875873,0,1,7,0.007909948281107393,78.91803278688525,0.0495892911469425,0.0021296014602981443,7,1,8,8
07-544,0.005846153846153846,0.00676923076923077,56.03448275862069,0.017846153846153845,0,2,5,0.0009230769230769231,34.43103448275862,0.005230769230769231,0,1,2,0.0021538461538461538,36.05172413793103,0.023692307692307693,0,2,1,3,9
12-133,-0.0011525163273146365,0.009604302727621975,45.666666666666664,0.021897810218978103,0,1,6,0.010756819054936612,57.59649122807018,0.01844026123703419,0,2,5,0.003073376872839032,88.19298245614036,0.043411448328851326,0.001920860545524395,4,1,2,8
13-132,-0.0032671525508921845,0.003769791404875597,75.0754716981132,0.013319929630560442,0.00025131942699170643,1,5,0.007036943955767781,61.132075471698116,0.014576526765518974,0,2,8,0.0030158331239004774,81.62264150943396,0.029655692385021363,0.00025131942699170643,5,1,9,9
13-1333,0.003233830845771144,0.003980099502487562,105.78947368421052,0.00945273631840796,0,1,7,0.0007462686567164179,83.26315789473684,0.00945273631840796,0,2,2,0.0007462686567164179,78.42105263157895,0.019402985074626865,0.0004975124378109452,2,0,9,9
13-354,0.0017301038062283733,0.007497116493656286,54.757894736842104,0.01826220684352172,0.00038446751249519417,1,8,0.0057670126874279125,54.757894736842104,0.011534025374855825,0,1,6,0.0034602076124567475,64.17894736842105,0.03094963475586313,0.0007689350249903883,5,0,1,9
11-45,-0.0053453947368421045,0.008634868421052632,31.584415584415584,0.031661184210526314,0.00041118421052631577,1,7,0.013980263157894737,45.701298701298704,0.02261513157894737,0.00041118421052631577,1,7,0.006167763157894737,59.64935064935065,0.05756578947368421,0.0028782894736842104,6,0,3,9
08-6,0,0.013729977116704805,30.488372093023255,0.03279938977879481,0,2,6,0.013729977116704805,38.76744186046512,0.030129672006102212,0.00038138825324180017,1,7,0.009534706331045004,75.06976744186046,0.07131960335621663,0.0007627765064836003,9,1,1,9
09-1163,-0.011658518239939828,0.006769462203836028,75.97142857142858,0.013162843174125612,0,1,5,0.018427980443775856,85.82857142857142,0.0285821737495299,0.000376081233546446,1,9,0.008273787138021812,106.88571428571429,0.044377585558480634,0.00188040616773223,6,1,7,9
08-974,-0.008651967624895339,0.0027909572983533353,111.96875,0.008931063354730673,0,2,4,0.011442924923248674,106.125,0.016187552330449346,0,1,7,0.0033491487580240022,88.6875,0.026793190064192018,0,4,1,9,9
14-419,-0.0028911018310311598,0.0038548024413748794,63.53061224489796,0.01574044330228076,0,1,5,0.006745904272406039,55.30612244897959,0.017989078059749437,0,1,5,0.00513973658849984,95,0.03726309026662383,0.0009637006103437199,4,1,2,8
08-1065,-0.0008841732979664018,0.008841732979664015,53.857142857142854,0.01856763925729443,0,2,6,0.009725906277630416,60.01587301587302,0.015620394930739759,0,1,6,0.0008841732979664014,63.3968253968254,0.034482758620689655,0,2,0,9,9
