"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1986-026","1986-026-01","1986-026-01-01","1986-026-01-01-01",1/21/1987,1,"479 U.S. 462","107 S. Ct. 794","93 L. Ed. 2d 866","1987 U.S. LEXIS 415",1986,1601,"Rehnquist","85-1244","CITY OF PLEASANT GROVE v. UNITED STATES",12/10/1986,,3,1,27,,2,27,,1,55,,55,,1,1,,2,1,2,0,0,0,0,20020,2,2,0,4,,3,378,,95,92,1,6,3
"1986-027","1986-027-01","1986-027-01-01","1986-027-01-01-01",1/21/1987,1,"479 U.S. 481","107 S. Ct. 805","93 L. Ed. 2d 883","1987 U.S. LEXIS 416",1986,1601,"Rehnquist","85-1233","INTERNATIONAL PAPER CO. v. OUELLETTE et al.",11/4/1986,,243,,195,,1,,,0,124,,22,,0,2,2,1,1,7,0,1,0,0,100030,10,2,0,4,,3,338,,101,102,1,5,4
"1986-028","1986-028-01","1986-028-01-01","1986-028-01-01-01",1/21/1987,1,"479 U.S. 511","107 S. Ct. 821","93 L. Ed. 2d 909","1987 U.S. LEXIS 417",1986,1601,"Rehnquist","85-129","WIMBERLY v. LABOR AND INDUSTRIAL RELATIONS COMMISSION OF MISSOURI",12/9/1986,,154,,4,30,1,117,30,0,302,30,300,30,1,2,3,1,1,2,0,0,0,0,20140,2,1,0,4,,6,600,"26 U.S.C. § 3304",104,102,1,8,0
"1986-029","1986-029-01","1986-029-01-01","1986-029-01-01-01",1/27/1987,1,"479 U.S. 523","107 S. Ct. 828","93 L. Ed. 2d 920","1987 U.S. LEXIS 419",1986,1601,"Rehnquist","85-899","CONNECTICUT v. BARRETT",12/9/1986,,28,8,100,,1,,,0,302,8,300,8,0,11,3,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,,102,102,1,7,0
"1986-030","1986-030-01","1986-030-01-01","1986-030-01-01-01",1/27/1987,1,"479 U.S. 538","107 S. Ct. 837","93 L. Ed. 2d 934","1987 U.S. LEXIS 420",1986,1601,"Rehnquist","85-1563","CALIFORNIA v. BROWN",12/2/1986,,28,6,126,,1,,,0,302,6,300,6,1,11,3,2,1,4,0,1,0,0,10220,1,1,0,2,,2,221,,102,102,1,5,4
"1986-031","1986-031-01","1986-031-01-01","1986-031-01-01-01",1/27/1987,1,"479 U.S. 564","107 S. Ct. 851","93 L. Ed. 2d 954","1987 U.S. LEXIS 418",1986,1601,"Rehnquist","85-1517","COLORADO v. SPRING",12/9/1986,,28,7,100,,1,,,0,302,7,300,7,1,4,2,2,1,4,0,1,0,0,10010,1,1,0,2,,2,210,,101,102,1,7,2
"1986-032","1986-032-01","1986-032-01-01","1986-032-01-01-01",2/24/1987,1,"480 U.S. 1","107 S. Ct. 967","94 L. Ed. 2d 1","1987 U.S. LEXIS 554",1986,1601,"Rehnquist","85-1088","BURLINGTON NORTHERN RAILROAD CO. v. WOODS et al.",11/4/1986,,231,,208,,1,,,0,42,,31,,0,11,2,1,1,3,0,1,0,0,90110,9,2,0,4,,4,400,,98,102,1,9,0
"1986-033","1986-033-01","1986-033-01-01","1986-033-01-01-01",2/24/1987,1,"480 U.S. 9","107 S. Ct. 971","94 L. Ed. 2d 10","1987 U.S. LEXIS 556",1986,1601,"Rehnquist","85-1589","IOWA MUTUAL INSURANCE CO. v. LAPLANTE et al.",12/1/1986,,171,,170,,1,,,0,88,,29,,0,12,2,2,1,4,0,1,0,0,90090,9,1,0,4,,6,600,"28 U.S.C. § 1322",98,102,1,8,1
"1986-034","1986-034-01","1986-034-01-01","1986-034-01-01-01",2/24/1987,1,"480 U.S. 23","107 S. Ct. 980","94 L. Ed. 2d 25","1987 U.S. LEXIS 557",1986,1601,"Rehnquist","85-1226","COMMISSIONER OF INTERNAL REVENUE v. GROETZINGER",12/8/1986,,369,,240,,1,69,,0,9,,27,,0,2,2,1,1,2,0,0,0,0,120010,12,1,0,4,,3,345,,100,92,1,6,3
"1986-035","1986-035-01","1986-035-01-01","1986-035-01-01-01",2/24/1987,1,"480 U.S. 39","107 S. Ct. 989","94 L. Ed. 2d 40","1987 U.S. LEXIS 558",1986,1601,"Rehnquist","85-1347","PENNSYLVANIA v. RITCHIE",12/3/1986,,28,45,153,,1,117,45,0,302,45,300,45,0,13,2,2,1,7,0,1,0,0,10160,1,1,0,2,,2,230,,101,102,1,5,2
"1986-036","1986-036-01","1986-036-01-01","1986-036-01-01-01",2/24/1987,1,"480 U.S. 79","107 S. Ct. 1013","94 L. Ed. 2d 72","1987 U.S. LEXIS 559",1986,1601,"Rehnquist","85-759","MARYLAND v. GARRISON",11/5/1986,,28,25,100,,1,,,0,302,25,300,25,0,13,4,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,103,102,1,6,3
"1986-037","1986-037-01","1986-037-01-01","1986-037-01-01-01",2/24/1987,1,"480 U.S. 102","107 S. Ct. 1026","94 L. Ed. 2d 92","1987 U.S. LEXIS 555",1986,1601,"Rehnquist","85-693","ASAHI METAL INDUSTRY CO., LTD. v. SUPERIOR COURT OF CALIFORNIA, SOLANO COUNTY (CHENG SHIN RUBBER INDUSTRIAL CO., LTD., REAL PARTY IN INTEREST)",11/5/1986,,200,,6,6,1,,,0,302,6,300,6,0,12,3,1,1,4,0,1,0,0,40060,4,2,0,2,,2,230,,104,102,1,9,0
"1986-038","1986-038-01","1986-038-01-01","1986-038-01-01-01",2/24/1987,1,"480 U.S. 123","107 S. Ct. 1038","94 L. Ed. 2d 112","1987 U.S. LEXIS 560",1986,1601,"Rehnquist","85-732","WESTERN AIR LINES, INC., et al. v. BOARD OF EQUALIZATION OF THE STATE OF SOUTH DAKOTA et al.",11/3/1986,,104,,4,49,2,117,49,0,302,49,300,49,1,1,2,2,1,2,0,0,0,0,80100,8,2,0,4,,6,600,"49 U.S.C. § 1513",104,102,1,9,0
"1986-039","1986-039-01","1986-039-01-01","1986-039-01-01-01",2/25/1987,1,"480 U.S. 136","107 S. Ct. 1046","94 L. Ed. 2d 190","1987 U.S. LEXIS 938",1986,1601,"Rehnquist","85-993","HOBBIE v. UNEMPLOYMENT APPEALS COMMISSION OF FLORIDA et al.",12/10/1986,,145,,4,12,2,117,12,0,301,12,301,12,0,1,2,1,1,3,0,1,0,0,30160,3,2,0,2,,2,202,,92,92,1,8,1
"1986-040","1986-040-01","1986-040-01-01","1986-040-01-01-01",2/25/1987,7,"480 U.S. 149","107 S. Ct. 1053","94 L. Ed. 2d 203","1987 U.S. LEXIS 934",1986,1601,"Rehnquist","85-999","UNITED STATES v. PARADISE et al.",11/12/1986,,27,,10,1,1,117,1,0,41,,31,,0,12,2,2,1,2,0,0,0,0,20070,2,2,0,3,2,2,231,,92,92,1,5,4
"1986-041","1986-041-01","1986-041-01-01","1986-041-01-01-01",2/25/1987,1,"480 U.S. 202","107 S. Ct. 1083","94 L. Ed. 2d 244","1987 U.S. LEXIS 935",1986,1601,"Rehnquist","85-1708","CALIFORNIA et al. v. CABAZON BAND OF MISSION INDIANS et al.",12/9/1986,,28,6,170,,2,,,0,48,,29,,0,1,2,2,1,2,1,0,0,0,20160,2,2,0,4,,3,339,,95,102,1,6,3
"1986-042","1986-042-01","1986-042-01-01","1986-042-01-01-01",2/25/1987,1,"480 U.S. 228","107 S. Ct. 1098","94 L. Ed. 2d 267","1987 U.S. LEXIS 933",1986,1601,"Rehnquist","85-6461","MARTIN v. OHIO",12/2/1986,,100,,28,41,1,,,0,302,41,300,41,0,12,2,1,1,2,0,0,0,0,40010,4,1,0,2,,2,230,,95,102,1,5,4
"1986-043","1986-043-01","1986-043-01-01","1986-043-01-01-01",2/25/1987,1,"480 U.S. 245","107 S. Ct. 1107","94 L. Ed. 2d 282","1987 U.S. LEXIS 937",1986,1601,"Rehnquist","85-1658","FEDERAL COMMUNICATIONS COMMISSION et al. v. FLORIDA POWER CORP. et al.",12/3/1986,,338,,219,,2,38,,0,31,,31,,0,1,8,1,1,3,0,1,0,0,40070,4,2,0,1,,2,211,,98,102,1,9,0
"1986-044","1986-044-01","1986-044-01-01","1986-044-01-01-01",2/25/1987,6,"480 U.S. 257","107 S. Ct. 1114","94 L. Ed. 2d 293","1987 U.S. LEXIS 936",1986,1601,"Rehnquist","85-1217","CITY OF SPRINGFIELD, MASSACHUSETTS v. KIBBE, ADMINISTRATRIX OF THE ESTATE OF THURSTON",11/4/1986,,3,26,208,,1,,,0,80,,21,,0,11,2,2,1,9,0,0,0,0,20400,2,2,0,3,,5,508,,,92,1,5,4
"1986-045","1986-045-01","1986-045-01-01","1986-045-01-01-01",3/3/1987,1,"480 U.S. 273","107 S. Ct. 1123","94 L. Ed. 2d 307","1987 U.S. LEXIS 1058",1986,1601,"Rehnquist","85-1277","SCHOOL BOARD OF NASSAU COUNTY, FLORIDA, et al. v. ARLINE",12/3/1986,,21,12,164,,1,117,12,0,56,,31,,0,12,4,2,1,2,0,0,0,0,20210,2,2,0,4,,3,360,,92,92,1,7,2
"1986-046","1986-046-01","1986-046-01-01","1986-046-01-01-01",3/3/1987,1,"480 U.S. 294","107 S. Ct. 1134","94 L. Ed. 2d 326","1987 U.S. LEXIS 1057",1986,1601,"Rehnquist","85-998","UNITED STATES v. DUNN",1/20/1987,,27,,100,,1,,,0,122,,25,,0,12,3,2,1,4,0,1,0,0,10050,1,1,0,1,,2,205,,95,102,1,7,2
"1986-047","1986-047-01","1986-047-01-01","1986-047-01-01-01",3/3/1987,1,"480 U.S. 321","107 S. Ct. 1149","94 L. Ed. 2d 347","1987 U.S. LEXIS 1056",1986,1601,"Rehnquist","85-1027","ARIZONA v. HICKS",12/8/1986,,28,4,100,,1,,,0,302,4,301,4,0,11,2,2,1,2,0,0,0,0,10050,1,2,0,2,,2,205,,105,92,1,6,3
"1986-048","1986-048-01","1986-048-01-01","1986-048-01-01-01",3/9/1987,1,"480 U.S. 340","107 S. Ct. 1160","94 L. Ed. 2d 364","1987 U.S. LEXIS 1061",1986,1601,"Rehnquist","85-608","ILLINOIS v. KRULL et al.",11/5/1986,,28,17,100,,1,,,0,302,17,300,17,0,11,2,2,1,4,0,1,0,0,10050,1,1,0,7,,5,502,,100,102,1,5,4
"1986-049","1986-049-01","1986-049-01-01","1986-049-01-01-01",3/9/1987,1,"480 U.S. 370","107 S. Ct. 1177","94 L. Ed. 2d 389","1987 U.S. LEXIS 1062",1986,1601,"Rehnquist","85-184","STRINGFELLOW et al. v. CONCERNED NEIGHBORS IN ACTION et al.",1/20/1987,,195,,150,,1,,,0,48,,29,,0,2,3,2,1,5,0,1,0,0,90380,9,1,0,4,,6,600,"28 U.S.C. § 1291",101,102,1,9,0
"1986-050","1986-050-01","1986-050-01-01","1986-050-01-01-01",3/9/1987,1,"480 U.S. 386","107 S. Ct. 1187","94 L. Ed. 2d 405","1987 U.S. LEXIS 1060",1986,1601,"Rehnquist","85-1449","TOWN OF NEWTON et al. v. RUMERY",12/8/1986,,3,34,174,,1,,,0,91,,21,,0,10,3,2,1,4,0,1,0,0,20400,2,1,0,7,,,,,101,102,1,5,4
"1986-051","1986-051-01","1986-051-01-01","1986-051-01-01-01",3/9/1987,1,"480 U.S. 421","107 S. Ct. 1207","94 L. Ed. 2d 434","1987 U.S. LEXIS 1059",1986,1601,"Rehnquist","85-782","IMMIGRATION AND NATURALIZATION SERVICE v. CARDOZA-FONSECA",10/7/1986,,368,,106,,1,7,,0,29,,29,,0,3,4,2,1,2,0,0,0,0,20110,2,2,0,4,,3,344,,103,92,1,6,3
"1986-052","1986-052-01","1986-052-01-01","1986-052-01-01-01",3/9/1987,1,"480 U.S. 470","107 S. Ct. 1232","94 L. Ed. 2d 472","1987 U.S. LEXIS 2880",1986,1601,"Rehnquist","85-1092","KEYSTONE BITUMINOUS COAL ASSN. et al. v. DEBENEDICTIS, SECRETARY, PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL RESOURCES, et al.",11/10/1986,,132,,19,45,1,117,45,0,111,,23,,0,12,2,2,1,2,0,0,0,0,40070,4,2,0,2,,2,211,,103,92,1,5,4
"1986-053","1986-053-01","1986-053-01-01","1986-053-01-01-01",3/23/1987,2,"480 U.S. 522","107 S. Ct. 1391","94 L. Ed. 2d 533","1987 U.S. LEXIS 1192",1986,1601,"Rehnquist","86-5504","RODRIGUEZ v. UNITED STATES",,,100,,27,,1,,,0,96,,22,,0,12,3,1,1,3,0,1,0,0,10570,1,2,0,4,,3,339,,,102,1,8,0
"1986-054","1986-054-01","1986-054-01-01","1986-054-01-01-01",3/23/1987,2,"480 U.S. 527","107 S. Ct. 1394","94 L. Ed. 2d 539","1987 U.S. LEXIS 1193",1986,1601,"Rehnquist","86-5530","TRUESDALE v. AIKEN, WARDEN, et al.",,,126,,28,48,1,,,0,302,48,300,48,0,12,,1,1,3,0,1,0,0,10040,1,2,0,7,,5,501,,,92,1,6,3
"1986-055","1986-055-01","1986-055-01-01","1986-055-01-01-01",3/24/1987,1,"480 U.S. 531","107 S. Ct. 1396","94 L. Ed. 2d 542","1987 U.S. LEXIS 2881",1986,1601,"Rehnquist","85-1239","AMOCO PRODUCTION CO. et al. v. VILLAGE OF GAMBELL et al.",1/12/1987,,198,,3,2,1,26,,0,44,,29,,0,12,4,2,1,4,0,1,0,0,80130,8,1,0,4,,6,600,"16 U.S.C. § 3120",95,102,1,9,0
"1986-056","1986-056-01","1986-056-01-01","1986-056-01-01-01",3/24/1987,1,"480 U.S. 557","107 S. Ct. 1410","94 L. Ed. 2d 563","1987 U.S. LEXIS 1385",1986,1601,"Rehnquist","85-1140","ATCHISON, TOPEKA & SANTA FE RAILWAY CO. v. BUELL",12/1/1986,,231,,145,,1,,,0,49,,29,,0,10,3,2,1,7,1,0,0,0,80050,8,2,0,4,,3,329,,103,102,1,9,0
"1986-057","1986-057-01","1986-057-01-01","1986-057-01-01-01",3/24/1987,1,"480 U.S. 572","107 S. Ct. 1419","94 L. Ed. 2d 577","1987 U.S. LEXIS 1384",1986,1601,"Rehnquist","85-1200","CALIFORNIA COASTAL COMMISSION et al. v. GRANITE ROCK CO.",12/2/1986,,4,6,187,,2,4,,0,50,,29,,0,1,3,2,1,4,0,1,0,0,80130,8,1,0,4,,6,600,"28 U.S.C. § 1254",104,102,1,5,4
"1986-058","1986-058-01","1986-058-01-01","1986-058-01-01-01",3/24/1987,6,"480 U.S. 615","107 S. Ct. 1596","94 L. Ed. 2d 614","1987 U.S. LEXIS 1386",1986,1601,"Rehnquist","85-1672","UNITED STATES v. MERCHANT",3/4/1987,,27,,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
"1986-059","1986-059-01","1986-059-01-01","1986-059-01-01-01",3/24/1987,1,"480 U.S. 616","107 S. Ct. 1442","94 L. Ed. 2d 615","1987 U.S. LEXIS 1387",1986,1601,"Rehnquist","85-1129","JOHNSON v. TRANSPORTATION AGENCY, SANTA CLARA COUNTY, CALIFORNIA, et al.",11/12/1986,,8,6,5,6,1,32,,0,50,,29,,0,12,3,2,1,2,0,0,0,0,20070,2,2,0,4,,3,384,,92,92,1,6,3
"1986-060","1986-060-01","1986-060-01-01","1986-060-01-01-01",3/24/1987,1,"480 U.S. 678","107 S. Ct. 1476","94 L. Ed. 2d 661","1987 U.S. LEXIS 1388",1986,1601,"Rehnquist","85-920","ALASKA AIRLINES, INC., et al. v. BROCK, SECRETARY OF LABOR, et al.",12/1/1986,,104,,371,,1,71,,0,55,,32,,0,11,3,3,1,2,0,0,0,0,130010,13,3,0,4,,6,600,"49 U.S.C. § 1552",100,102,1,9,0
"1986-061","1986-061-01","1986-061-01-01","1986-061-01-01-01",3/24/1987,6,"480 U.S. 698","107 S. Ct. 1596","94 L. Ed. 2d 678","1987 U.S. LEXIS 1389",1986,1601,"Rehnquist","85-303","MISSOURI v. BLAIR",11/12/1986,,28,30,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
"1986-062","1986-062-01","1986-062-01-01","1986-062-01-01-01",3/24/1987,6,"480 U.S. 699","107 S. Ct. 1596","94 L. Ed. 2d 679","1987 U.S. LEXIS 1390",1986,1601,"Rehnquist","85-1656","LYNAUGH, INTERIM DIRECTOR, TEXAS DEPARTMENT OF CORRECTIONS v. PETTY",3/3/1987,,28,51,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
"1986-063","1986-063-01","1986-063-01-01","1986-063-01-01-01",3/31/1987,1,"480 U.S. 700","107 S. Ct. 1487","94 L. Ed. 2d 704","1987 U.S. LEXIS 1506",1986,1601,"Rehnquist","85-1940","UNITED STATES v. CHEROKEE NATION OF OKLAHOMA",2/23/1987,,27,,170,,1,26,,0,105,,30,,1,12,2,1,1,4,0,1,0,0,40070,4,2,0,1,,2,211,,102,102,1,9,0
"1986-064","1986-064-01","1986-064-01-01","1986-064-01-01-01",3/31/1987,7,"480 U.S. 709","107 S. Ct. 1492","94 L. Ed. 2d 714","1987 U.S. LEXIS 1507",1986,1601,"Rehnquist","85-530","O'CONNOR et al. v. ORTEGA",10/15/1986,,19,6,8,6,1,,,0,50,,29,,0,12,6,2,1,4,0,1,0,0,10050,1,1,0,1,,2,205,,104,102,1,5,4
"1986-065","1986-065-01","1986-065-01-01","1986-065-01-01-01",4/6/1987,1,"481 U.S. 1","107 S. Ct. 1519","95 L. Ed. 2d 1","1987 U.S. LEXIS 1515",1986,1601,"Rehnquist","85-1798","PENNZOIL CO. v. TEXACO INC.",1/12/1987,,198,,198,,2,,,0,96,,22,,0,1,2,2,1,4,0,1,0,0,90090,9,1,0,7,,5,500,,101,102,1,9,0
"1986-066","1986-066-01","1986-066-01-01","1986-066-01-01-01",4/6/1987,1,"481 U.S. 35","107 S. Ct. 1538","95 L. Ed. 2d 32","1987 U.S. LEXIS 1513",1986,1601,"Rehnquist","85-1804","WEST v. CONRAIL et al.",2/25/1987,,145,,151,,1,,,0,92,,23,,0,2,2,2,1,4,0,1,0,0,70060,7,1,0,4,,4,400,,103,102,1,9,0
"1986-067","1986-067-01","1986-067-01-01","1986-067-01-01-01",4/6/1987,1,"481 U.S. 41","107 S. Ct. 1549","95 L. Ed. 2d 39","1987 U.S. LEXIS 1512",1986,1601,"Rehnquist","85-1043","PILOT LIFE INSURANCE CO. v. DEDEAUX",1/21/1987,,146,,145,,1,,,0,85,,25,,0,12,3,1,1,3,0,1,0,0,100020,10,2,0,4,,3,323,,104,102,1,9,0
"1986-068","1986-068-01","1986-068-01-01","1986-068-01-01-01",4/6/1987,1,"481 U.S. 58","107 S. Ct. 1542","95 L. Ed. 2d 55","1987 U.S. LEXIS 1514",1986,1601,"Rehnquist","85-686","METROPOLITAN LIFE INSURANCE CO. v. TAYLOR",1/21/1987,,146,,145,,1,,,0,81,,26,,0,2,3,1,1,3,0,1,0,0,100020,10,2,0,4,,3,323,,104,102,1,9,0
"1986-069","1986-069-01","1986-069-01-01","1986-069-01-01-01",4/21/1987,1,"481 U.S. 69","107 S. Ct. 1637","95 L. Ed. 2d 67","1987 U.S. LEXIS 1811",1986,1601,"Rehnquist","86-71","CTS CORP. v. DYNAMICS CORPORATION OF AMERICA",3/2/1987,,196,,197,,2,,,0,66,,27,,0,1,2,1,1,3,0,1,0,0,80110,8,2,0,2,,1,111,,101,102,1,6,3
"1986-070","1986-070-01","1986-070-01-01","1986-070-01-01-01",4/21/1987,1,"481 U.S. 102","107 S. Ct. 1656","95 L. Ed. 2d 94","1987 U.S. LEXIS 1810",1986,1601,"Rehnquist","85-1613","UNITED STATES v. JOHN DOE, INC. I, et al.",1/12/1987,,27,,185,,1,27,,0,96,,22,,0,12,3,2,1,3,0,1,0,0,10370,1,1,0,4,3,4,401,,103,102,1,5,3
"1986-071","1986-071-01","1986-071-01-01","1986-071-01-01-01",4/21/1987,1,"481 U.S. 129","107 S. Ct. 1671","95 L. Ed. 2d 119","1987 U.S. LEXIS 1809",1986,1601,"Rehnquist","85-6790","GRANBERRY v. GREER, WARDEN",2/24/1987,,215,,28,17,1,,,0,67,,27,,0,2,2,1,1,5,0,1,0,0,90040,9,2,0,3,7,,,,103,102,1,9,0
"1986-072","1986-072-01","1986-072-01-01","1986-072-01-01-01",4/21/1987,1,"481 U.S. 137","107 S. Ct. 1676","95 L. Ed. 2d 127","1987 U.S. LEXIS 1808",1986,1601,"Rehnquist","84-6075","TISON v. ARIZONA",11/3/1986,,126,,28,4,1,,,0,302,4,300,4,1,11,2,2,1,5,0,1,0,0,10130,1,1,0,2,,2,221,,104,102,1,5,4
"1986-073","1986-073-01","1986-073-01-01","1986-073-01-01-01",4/21/1987,1,"481 U.S. 186","107 S. Ct. 1714","95 L. Ed. 2d 162","1987 U.S. LEXIS 1807",1986,1601,"Rehnquist","85-5939","CRUZ v. NEW YORK",12/1/1986,,100,,28,37,1,,,0,302,37,300,37,0,11,2,1,1,4,0,1,0,0,10270,1,2,0,2,,2,213,,105,92,1,5,4
"1986-074","1986-074-01","1986-074-01-01","1986-074-01-01-01",4/21/1987,1,"481 U.S. 200","107 S. Ct. 1702","95 L. Ed. 2d 176","1987 U.S. LEXIS 1812",1986,1601,"Rehnquist","85-1433","RICHARDSON, WARDEN v. MARSH",1/14/1987,,28,27,100,,1,,,0,81,,26,,0,2,3,2,1,4,0,1,0,0,10270,1,1,0,2,,2,213,,105,102,1,6,3
"1986-075","1986-075-01","1986-075-01-01","1986-075-01-01-01",4/22/1987,1,"481 U.S. 221","107 S. Ct. 1722","95 L. Ed. 2d 209","1987 U.S. LEXIS 1815",1986,1601,"Rehnquist","85-1370","ARKANSAS WRITERS' PROJECT, INC. v. RAGLAND, COMMISSIONER OF REVENUE OF ARKANSAS",1/20/1987,,220,,19,5,2,117,5,0,302,5,300,5,0,1,3,2,3,4,0,1,0,0,80100,8,1,0,2,,2,200,,98,92,1,7,2
"1986-076","1986-076-01","1986-076-01-01","1986-076-01-01-01",4/22/1987,1,"481 U.S. 239","107 S. Ct. 1732","95 L. Ed. 2d 226","1987 U.S. LEXIS 1818",1986,1601,"Rehnquist","85-1385","UNITED STATES v. GENERAL DYNAMICS CORP. et al.",1/13/1987,,27,,240,,1,69,,0,3,,8,,0,12,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,98,102,1,6,3
"1986-077","1986-077-01","1986-077-01-01","1986-077-01-01-01",4/22/1987,7,"481 U.S. 252","107 S. Ct. 1740","95 L. Ed. 2d 239","1987 U.S. LEXIS 1814",1986,1601,"Rehnquist","85-1530","BROCK, SECRETARY OF LABOR, et al. v. ROADWAY EXPRESS, INC.",12/3/1986,,371,,151,,2,71,,0,60,,60,,0,1,,2,1,6,0,0,0,0,40020,4,2,0,1,,1,139,,98,92,1,6,3
"1986-080","1986-080-01","1986-080-01-01","1986-080-01-01-01",4/22/1987,1,"481 U.S. 279","107 S. Ct. 1756","95 L. Ed. 2d 262","1987 U.S. LEXIS 1817",1986,1601,"Rehnquist","84-6811","MCCLESKEY v. KEMP, SUPERINTENDENT, GEORGIA DIAGNOSTIC AND CLASSIFICATION CENTER",10/15/1986,,126,,28,13,1,,,0,60,,31,,1,12,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,231,,101,102,1,5,4
"1986-081","1986-081-01","1986-081-01-01","1986-081-01-01-01",4/22/1987,7,"481 U.S. 368","107 S. Ct. 1807","95 L. Ed. 2d 328","1987 U.S. LEXIS 1816",1986,1601,"Rehnquist","85-1358","LUKHARD, COMMISSIONER, VIRGINIA DEPARTMENT OF SOCIAL SERVICES v. REED et al.",1/14/1987,,19,55,212,,1,63,,0,152,,24,,0,2,2,2,1,3,0,1,0,0,20190,2,1,0,4,5,3,303,,105,102,1,5,4
"1986-082","1986-082-01","1986-082-01-01","1986-082-01-01-01",4/22/1987,1,"481 U.S. 393","107 S. Ct. 1821","95 L. Ed. 2d 347","1987 U.S. LEXIS 1819",1986,1601,"Rehnquist","85-6756","HITCHCOCK v. DUGGER, FLORIDA DEPARTMENT OF CORRECTIONS",10/15/1986,,126,,28,12,1,,,0,56,,31,,0,11,2,1,1,4,0,1,0,0,10130,1,2,0,2,,2,221,,105,102,1,9,0
"1986-083","1986-083-01","1986-083-01-01","1986-083-01-01-01",4/27/1987,2,"481 U.S. 400","107 S. Ct. 1825","95 L. Ed. 2d 354","1987 U.S. LEXIS 1822",1986,1601,"Rehnquist","86-1381","MONTANA v. HALL",,,28,31,100,,1,,,0,302,31,300,31,0,12,3,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,,102,1,6,0
"1986-084","1986-084-01","1986-084-01-01","1986-084-01-01-01",4/28/1987,1,"481 U.S. 412","107 S. Ct. 1831","95 L. Ed. 2d 365","1987 U.S. LEXIS 1928",1986,1601,"Rehnquist","85-1259","TULL v. UNITED STATES",1/21/1987,,139,,27,,1,,,0,126,,24,,1,2,2,1,1,4,0,1,0,1,10580,1,2,0,1,,2,218,,92,102,1,9,0
"1986-085","1986-085-01","1986-085-01-01","1986-085-01-01-01",4/28/1987,1,"481 U.S. 429","107 S. Ct. 1841","95 L. Ed. 2d 381","1987 U.S. LEXIS 1929",1986,1601,"Rehnquist","86-39","BURLINGTON NORTHERN RAILROAD CO. et al. v. BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYES et al.",2/23/1987,,231,,249,,1,,,0,66,,27,,0,2,3,2,1,2,0,0,0,0,70150,7,2,0,4,,3,363,,92,102,1,9,0
"1986-086","1986-086-01","1986-086-01-01","1986-086-01-01-01",4/28/1987,1,"481 U.S. 454","107 S. Ct. 1855","95 L. Ed. 2d 404","1987 U.S. LEXIS 1927",1986,1601,"Rehnquist","86-337","BURLINGTON NORTHERN RAILROAD CO. v. OKLAHOMA TAX COMMISSION et al.",3/25/1987,,231,,4,42,1,117,42,0,107,,30,,0,2,2,2,1,3,0,1,0,0,80100,8,1,0,4,,6,600,"49 U.S.C. § 1150",98,102,1,9,0
"1986-087","1986-087-01","1986-087-01-01","1986-087-01-01-01",4/28/1987,1,"481 U.S. 465","107 S. Ct. 1862","95 L. Ed. 2d 415","1987 U.S. LEXIS 1930",1986,1601,"Rehnquist","85-1180","MEESE, ATTORNEY GENERAL OF THE UNITED STATES, et al. v. KEENE",12/2/1986,,1,,156,,2,27,,0,49,,49,,0,1,,2,1,4,0,1,0,0,30010,3,1,0,1,,6,600,"22 U.S.C. § 611",103,102,1,5,3
"1986-088","1986-088-01","1986-088-01-01","1986-088-01-01-01",5/4/1987,1,"481 U.S. 497","107 S. Ct. 1918","95 L. Ed. 2d 439","1987 U.S. LEXIS 1934",1986,1601,"Rehnquist","85-1973","POPE et al. v. ILLINOIS",2/24/1987,,117,,28,17,1,,,0,302,17,301,17,0,12,2,1,1,5,0,1,0,1,30190,3,1,1,2,,2,200,,95,102,1,5,4
"1986-089","1986-089-01","1986-089-01-01","1986-089-01-01-01",5/4/1987,1,"481 U.S. 520","107 S. Ct. 1931","95 L. Ed. 2d 458","1987 U.S. LEXIS 1933",1986,1601,"Rehnquist","85-2121","ARIZONA v. MAURO",3/31/1987,,28,4,100,,1,,,0,302,4,300,4,0,13,3,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,,101,102,1,5,4
